source_sentence,target_sentence
"""Note that in historical contexts Navarre may refer to a wider area, and that the present-day northern Basque province of Lower Navarre may also be referred to as (part of) Nafarroa, while the term """"High Navarre"""" (Nafarroa Garaia in Basque, Alta Navarra in Spanish) is also encountered as a way of referring to the territory of the present-day autonomous community.""","‘’ⵉⵜⵜⵓⵥⵕⴰ ⵎⴰⵙ ⴷ ⴳ ⵉⵎⵏⴰⴹⵏ ⵏ ⵓⵎⵣⵔⵓⵢ ⵉⵖⵢ ⴰⴷ ⵉⵙⵙⴽⵏ ⵏⴰⴼⴰⵔ ⵢⴰⵏ ⵡⴰⵏⵙⴰ ⴰⵅⴰⵜⴰⵔ, ⴷ ⵎⴰⵙ ⵜⴳⴰ ⵜⵙⴳⴰ ⵏ ⵓⴳⴰⴼⴰⵢ ⵏ ⵍⴱⴰⵚⴽ ⵏ ⵖⵉⵍⴰ ⴳ ⵏⴰⴼⴰⵕ ⴰⵎⴰⵣⴷⴰⵔ ⵉⵣⵎⵔ ⴰⴷ ⵉⵜⵜⵓⵙⴽⴰⵏ ⴰⵡⴷ ⵏⵜⵜⴰ ⵙ (ⴰⴳⵣⵣⵓⵎ ⴳ) ⵏⴰⴼⴰⵕ, ⵎⴰⵛⴰ ⵉⵔⵎ ⵏ ‘’ⵏⴰⴼⴰⵕ ⴰⵎⴰⴼⵍⵍⴰ’’ (ⵏⴰⴼⴰⵕ ⵖⴰⵔⵢⴰ ⴳ ⵍⴱⴰⵚⴽ, ⴰⵍⵜⴰ ⵏⴰⴼⵕⴰ ⵙ ⵜⵚⴱⵍⵢⵓⵏⵉⵢⵜ) ⵜⵎⵎⴰⵖ ⴰⵡⴷ ⴰⴽⴷ ⵉⵎⵉⵙⵙ ⴳ ⵜⵙⴳⴰ ⵏ ⵡⴰⵎⵓⵏ ⵏ ⵓⵏⵏⴱⴹ ⴰⵏⵎⴰⵙ ⵉⵍⵍⴰⵏ ⵖⵉⵍⴰ’’."
Knowledge of Spanish is compulsory under the Spanish constitution (article no.,ⵜⴰⵡⵙⵏⴰ ⵏ ⵜⵓⵜⵍⴰⵢⵜ ⵜⴰⵚⴱⵍⵢⵓⵏⵉⵢⵜ ⵉⴳⴰ ⵓⵛⵛⵉⵍⵏ ⵉⵍⵍⴰⵏ ⴳ ⵓⴷⵓⵙⵜⵓⵔ ⴰⵚⴱⵍⵢⵓⵏⵉⵢ (ⵍⴰⵃ ⴰⵎⴰⴳⵔⴰⴷ).
"Knowledge of Basque, after declining for many years during Franco's dictatorship owing to official persecution, is again on the rise due to favorable official language policies and popular support.","ⵜⴳⴰ ⵜⵓⵙⵙⵏⴰ ⵙ ⵜⵓⵜⵍⴰⵢⵜ ⵜⴰⴱⴰⵚⴽⵉⵢⵜ, ⴷⴰⵜ ⵏ ⵎⴰ ⵜⴹⵕ ⴽⵉⴳⴰⵏ ⵏ ⵉⵙⴳⴳⵯⴰⵙⵏ ⴰⵢⴰ ⴰⵎⵎⴰⵙ ⵏ ⵜⴷⵉⴽⵜⴰⵜⵓⵔⵉⵢⵜ ⵏ ⴼⵕⴰⵏⴽⵓ ⵙ ⵜⵎⵏⵜⵉⵍⵜ ⵏ ⵓⵎⵔⵡⵉ ⵓⵏⵙⵉⴱ, ⵏⵏⴰ ⵢⴰⵇⵇⵍⴰⵢⵏ ⵜⵉⴽⵍⵜ ⵢⴰⴹⵏ ⵙ ⵜⵎⵏⵜⵉⵍⵜ ⵏ ⵜⵙⵔⵜⵉⵜⵉⵏ ⵏ ⵜⵓⵜⵍⴰⵢⵜ ⵜⵓⵏⵚⵉⴱⵜ ⴷ ⵓⵙⵓⴷⵙ ⴰⵎⴷⵏⴰⵏ."
"Only Spanish is an official language of Navarre, and the Basque language is only co-official in the province's northern region, where most Basque-speaking Navarrese are concentrated.","ⵅⵙ ⵜⴰⵚⴱⵍⵢⵓⵏⵉⵢⵜ ⴰⴷ ⵉⴳⴰⵏ ⵜⵓⵜⵍⴰⵢⵜ ⵜⵓⵏⵙⵉⴱⵜ ⴳ ⵜⵓⵜⵍⴰⵢⵉⵏ ⵏ ⵏⴰⴼⴰⵕ, ⴷ ⵜⵓⵜⵍⴰⵢⵜ ⵏ ⵍⴱⴰⵚⴽ ⵜⴳⴰ ⴷⴰⵢ ⵜⵓⵏⵚⵉⴱⵜ ⵉⵛⵛⴰⵔⵏ ⴳ ⵓⴷⵖⴰⵔ ⵏ ⵓⴳⴰⴼⴰⵢ ⴳ ⵜⵎⵥⵍⴰⵢⵜ, ⴰⵢⴷⴷⵖ ⴳⵉⵙ ⵎⵓⵏⵏ ⵡⵉⵏⵏⴰ ⵉⵙⴰⵡⴰⵍⵏ ⵙ ⵜⵓⵜⵍⴰⵢⵜ ⵜⴰⴱⴰⵚⴽⵉⵢⵜ ⵏⴼⴰⵔⵙ."
"Much of this population lives in or near the Bayonne-Anglet-Biarritz (BAB) urban belt on the coast (in Basque these are Baiona, Angelu and Miarritze).",ⴰⵔ ⵉⵜⵜⵉⴷⵉⵔ ⵢⴰⵏ ⵓⵎⴰⵜⴰ ⴳ ⵉⵎⵣⴷⴰⵖ ⴰⴷ ⴳ ⵏⵖ ⵜⴰⵎⴰ ⵏ ⵓⵣⵔⵉⵔⵉⴳ ⵏ ⴱⴰⵢⵓⵏ ⴰⵏⵖⵉⵍⵜ ⴱⵢⴰⵔⵉⵜⵣ ⴰⵏⵔⵖⴰⵎ ⵅⴼ ⵓⴼⵜⴰⵙ (ⴳ ⵜⵙⴳⴰ ⵏ ⵍⴱⴰⵚⴽ ⵜⵍⵍⴰ ⴱⴰⵢⵓⵏⴰ ⴷ ⴰⵏⵊⵉⵍⵓ ⴷ ⵎⵉⵢⴰⵔⵉⵜⵣ).
"Millions of Basque descendants (see Basque American and Basque Canadian) live in North America (the United States; Canada, mainly in the provinces of Newfoundland and Quebec), Latin America (in all 23 countries), South Africa, and Australia.","ⴷⴷⵔⵏ ⴽⵉⴳⴰⵏ ⵏ ⵡⴰⵢⵢⴰⵡⵏ ⵏ ⵍⴱⴰⵚⴽ (ⵥⵕ ⴰⵎⵔⵉⴽⴰ, ⴰⵎⵔⵉⴽⴰ, ⴷ ⴽⴰⵏⴰⴹⴰⵏ ⵍⴱⴰⵚⴽ) ⴳ ⴰⵎⵔⵉⴽⴰ ⵜⴰⴳⴰⴼⴰⵢⵜ (ⵎⵉⵔⵉⴽⴰⵏ, ⴽⴰⵏⴰⴹⴰ, ⴳ ⵡⴰⵏⵙⴰ ⴰⵎⵣⵡⴰⵔⵓ ⴳ ⵜⵎⵥⵍⴰⵢⵉⵏ ⵏ ⵏⵢⵓⴼⴰⵡⵏⴷⵍⴰⵏⴷ ⴷ ⴽⵉⴱⵉⴽ), ⴷ ⴰⵎⵔⵉⴽⴰ ⵜⴰⵍⴰⵜⵉⵏⵉⵢⵜ (ⴳ ⵇⵇⴰⵃ 23 ⵜⵉⵎⵉⵣⴰ), ⴷ ⵓⵢⴼⴼⵓⵙ ⵏ ⵉⴼⵔⵉⵇⵢⴰ, ⴷ ⵓⵙⵟⵕⴰⵍⵢⴰ."
Estimates range between 2.5 - 5 million Basque descendants live in Chile; the Basque have been a major if not the strongest influence in the country's cultural and economic development.,"ⵍⵍⴰⵏⵜ ⵜⵓⵔⴷⵉⵡⵉⵏ ⴳⵔ 2.5 ⴰⵔ 5 ⵏ ⵉⴷ ⵎⵍⵢⵓⵎ ⴳ ⵡⴰⵢⵢⴰⵡⵏ ⵏ ⵍⴱⴰⵚⴽ ⴷⴷⵔⵏ ⴳ ⵛⵉⵍⵉ, ⵉⴳ ⵍⴱⴰⵚⴽ ⵢⴰⵏ ⵓⴹⵉⵚ ⴰⵅⴰⵜⴰⵔ, ⵎⴽ ⵓⵔ ⴰⴽⴽⵯ ⵉⴳⵉ ⴰⵎⴰⴷⵓⵙ, ⴳ ⵓⵙⵙⴳⵎⵉ ⴰⴷⵍⵙⴰⵏ ⴷ ⵓⴷⵎⵙⴰⵏ ⵏ ⵜⵎⴰⵣⵉⵔⵜ."
It consisted mostly of the area which is today the states of Chihuahua and Durango.,ⵉⵜⵜⵓⵚⴽⴰ ⴽⵉⴳⴰⵏ ⴳⵉⵙ ⴳ ⵓⴷⵖⴰⵔ ⵏⵏⴰ ⵉⴳⴰⵏ ⴰⵙⵙⴰ ⴳ ⵜⵎⵥⵍⴰⵢⵉⵏ ⵏ ⵜⵛⵉⵡⴰⵡⴰ ⴷ ⴷⵓⵔⴰⵏⴳⵓ.
"In Guatemala, most Basques have been concentrated in Sacatepequez Department, Antigua Guatemala, Jalapa for six generations now, while some have migrated to Guatemala City.","ⴷ ⴳ ⵖⵡⵉⵜⵉⵎⴰⵍⴰ, ⴷⴰ ⵉⵜⵜⵎⵓⵏ ⵍⴱⴰⵚⴽ ⴳ ⵜⵎⵥⵍⴰⵢⵜ ⵏ ⵙⴽⴰⵜⵉⴱⴽⵣ, ⴷ ⴰⵏⵜⵉⴳⵡⴰ ⵖⵡⴰⵜⵉⵎⴰⵍⴰ, ⴷ ⵊⴰⵍⴰⴱⴰ ⴷⴰⵔ ⵚⴹⵉⵚ ⵏ ⵜⵙⵓⵜⵉⵡⵉⵏ, ⵍⵍⵉⵖ ⴳ ⵣⵡⴰⵔⵏ ⴳ ⵉⵖⵔⵎ ⵏ ⵖⵡⴰⵜⵉⵎⴰⵍⴰ."
"Bambuco, a Colombian folk music, has Basque roots.","ⵜⴳⴰ ⴱⴰⵎⴱⵓⴽⵓ, ⵢⴰⵏ ⵓⵥⴰⵡⴰⵏ ⴰⵎⴷⵏⴰⵏ ⴰⴽⵓⵍⵓⵎⴱⵉⵢ, ⴷⴰⵔⵙ ⵉⵥⵓⵕⴰⵏ ⵏ ⵍⴱⴰⵚⴽ."
"Elko, Nevada, sponsors an annual Basque festival that celebrates the dance, cuisine and cultures of the Basque peoples of Spanish, French and Mexican nationalities who have arrived in Nevada since the late 19th century.","ⵉⵢⵍⴽⵓ, ⴷ ⵏⵉⴼⴰⴷⴰ, ⴷⴰ ⵃⵟⵟⵓⵏ ⴰⵏⵎⵓⵇⵇⴰⵔ ⴰⵙⴳⴳⵯⵓⵙⴰⵏ ⵏ ⵍⴱⴰⵚⴽ ⵏⵏⴰ ⵉⵙⴼⵓⴳⵍⵓⵏ ⵙ ⵓⵔⴽⴰⵣ ⴷ ⵓⵙⵏⵡⵉ ⴷ ⵜⴷⵍⵙⵉⵡⵉⵏ ⵏ ⵉⴳⴷⵓⴷⵏ ⵏ ⵍⴱⴰⵚⴽ ⵙⴳ ⵜⵡⵎⴰⵏⵉⵜⵉⵏ ⵜⵉⵚⴱⵍⵢⵓⵏⵉⵢⵉⵏ ⴷ ⵜⴼⴰⵕⴰⵏⵚⴰⵡⵢⵉⵏ ⴷ فⵎⵉⴽⵙⵉⴽⵉⵢⵉⵏ ⵏⵏⴰ ⵉⵍⴽⵎ ⵏⵉⴼⴰⴷⴰ ⵙⴳ ⵜⴳⵉⵔⵉⵡⵏ ⵏ ⵜⵙⵓⵜⵉⵜ ⵜⵉⵙⵙ 19."
"Some of North America's largest ranches, which were founded under these colonial land grants, can be found in this region.","ⵉⵖⵢ ⴰⴷ ⵜⵜⵓⵢⴰⴼⴰ ⵢⴰⵜ ⵙⴳ ⵜⵣⵍⴰⵖⵉⵏ ⵜⵉⵎⵇⵇⵔⴰⵏⵉⵏ ⴳ ⵎⵉⵔⵉⴽⴰⵏ ⵜⴰⴳⴰⴼⴰⵢⵜ, ⵏⵏⴰ ⵓⵜⵜⵓⵙⴽⴰⵔⵏ ⵙ ⵜⵉⴽⴽⵉⵡⵉⵏ ⵏ ⵉⴽⴰⵍⵏ ⵏ ⵓⵙⴷⴷⵓⵔⵔⵓⵢ ⴳ ⵡⴰⵏⵙⴰ ⴰⴷ."
"There is a history of Basque culture in Chino, California.",ⵉⵍⵍⴰ ⵓⵎⵣⵔⵓⵢ ⵏ ⵍⴱⴰⵚⴽ ⴳ ⵜⵛⵉⵏⵓ ⴳ ⴽⴰⵍⵉⴼⵓⵕⵏⵢⴰ.
They are mostly descendants of settlers from Spain and Mexico.,ⴷ ⵏⵉⵜⵏⵏⵉ ⴳⴰⵏ ⵙ ⵜⵓⴳⴳⵜ ⴰⵢⵢⴰⵡⵏ ⵏ ⵉⵎⵣⴷⴰⵖⵏ ⵙⴳ ⵚⴱⴰⵏⵢⴰ ⴷ ⵍⵎⵉⴽⵙⵉⴽ.
This sense of Basque identity tied to the local language does not only exist in isolation.,ⴰⵙⵢⴰⴼⴰ ⴰⴷ ⵙ ⵜⵎⴰⴳⵉⵜ ⵜⴰⴱⴰⵙⴽⵉⵢⵜ ⵉⵣⴷⵉ ⴰⴽⵙ ⵜⵓⵜⵍⴰⵢⵜ ⵜⴰⴷⵖⵔⴰⵏⵜ ⴷ ⵓⵔ ⵉⵥⵍⵉ ⵉ ⵉⵅⴼ ⵏⵏⵙ.
"As with many European states, a regional identity, be it linguistically derived or otherwise, is not mutually exclusive with the broader national one.","ⵎⴽⵉⵏⵏⴰ ⵉⴳⴰ ⵡⴰⴷⴷⴰⴷ ⵉ ⴽⵉⴳⴰⵏ ⵏ ⵜⵡⵓⵏⴰⴽ ⵜⵓⵕⵓⴱⴱⵉⵢⵢⵉⵏ, ⵜⴳⴰ ⵜⵎⴰⴳⵉⵜ ⵜⴰⵙⴳⴰⵡⴰⵏⵜ, ⵙⵡⴰ ⵜⴷⴷⴰ ⴷ ⵙⴳ ⵜⵙⴳⴰ ⵏ ⵜⵓⵜⵍⴰⵢⵜ ⵏⵖ ⴽⵔⴰ ⵢⴰⴹⵏ, ⵓⵔ ⴷⴰ ⵜⵎⴳⴰⵍ ⴰⴽⴷ ⵜⵎⴰⴳⵉⵜ ⵜⴰⵏⴰⵎⵓⵔⵜ ⵉⵎⵇⵇⵓⵔⵏ."
I have friends who are involved in the political side of things but that is not for me.,ⵍⵍⴰⵏ ⴷⴰⵔⵉ ⴽⵔⴰ ⵏ ⵉⵎⴷⴷⵓⴽⴽⴰⵍ ⴷⴰ ⵜⵜⵓⵎⵓⵏ ⴳ ⵜⵙⴳⴰ ⵜⴰⵙⵔⵜⴰⵏⵜ ⴳ ⵜⵖⴰⵡⵙⵉⵡⵉⵏ ⵎⴰⵛⴰ ⵎⴰⵏ ⴰⵢⴰ ⵓⵔ ⵉⴳⵉ ⴼⵍⵍⴰⵜⵉ.
There are extremely few Basque monolingual speakers: essentially all Basque speakers are bilingual on both sides of the border.,ⵍⵍⴰⵏ ⴽⵔⴰ ⵏ ⵡⵉⴷ ⵏⵏⴰ ⵉⴷⵔⵓⵙⵏ ⵉⵎⵉⴽ ⵙⴳ ⵡⵉⵏⵏⴰ ⵉⵙⴰⵡⴰⵍⵏ ⵙ ⵜⵓⵜⵍⴰⵢⵜ ⵜⴰⴱⴰⵙⴽⵉⵢⵜ ⵉⴳⴰⵏ ⵜⵓⵜⵍⴰⵢⵜ ⵜⴰⵎⵢⵉⵡⵏⵜ: ⵇⵇⴰⵃ ⵉⵏⵎⵙⴰⵡⴰⵍⵏ ⵙ ⵜⵓⵜⵍⴰⵢⵜ ⵜⴰⴱⴰⵚⴽⵉⵢⵜ ⴳⴰⵏ ⴰⴽⴽⵯ ⵣⵡⴰⵔ ⵉⵙ ⴱⵓ ⵙⵏⴰⵜ ⵜⵜⵍⴰⵢⵉⵏ ⴳ ⵜⴰⵎⴰⵡⵉⵏ ⵏ ⵉⵡⵜⵜⴰ.
"The Basque language is thought to be a genetic language isolate in contrast with other European languages, almost all of which belong to the broad Indo-European language family.","ⴷⴰ ⵜⵜⵉⵖⵉⵍⵏ ⵉⵙ ⵜⴳⴰ ⵜⵓⵜⵍⴰⵢⵜ ⵏ ⵍⴱⴰⵚⴽ ⵜⴳⴰ ⵜⵓⵜⵍⴰⵢⵜ ⵉⵥⵍⵉⵏ ⵎⴳⴰⵍ ⵏⵏⴰ ⴳⴰⵏⵜ ⵜⵓⵜⵍⴰⵢⵉⵏ ⵜⵓⵕⵓⴱⴱⵉⵢⵉⵏ ⵏⵏⵉⴹⵏ, ⴷ ⵇⵇⴰⵃ ⵏⵏⵙⵏⵜ ⵍⵍⴰⵏⵜ ⴰⵎⵓⵏⵜ ⴳ ⵜⴰⵡⵊⴰ ⵏ ⵜⵓⵜⵍⴰⵢⵉⵏ ⵜⵉⵀⵉⵏⴷⵉⵢⵉⵏ ⵜⵓⵕⵓⴱⴱⵉⵢⵢⵉⵏ ⵉⴷ ⵎⵎ ⵓⴷⵖⴰⵔ ⵎⵇⵇⵓⵔⵏ."
Home in this context is synonymous with family roots.,ⴷ ⵜⵉⴳⵎⵎⵉ ⴳ ⵓⵎⵏⴰⴹ ⴰⴷ ⵉⴳⴰ ⴰⴽⵏⵉⵡ ⵏ ⵉⵥⵓⵕⴰⵏ ⵏ ⵜⴰⵡⵊⴰ.
"As in other cultures, the fate of other family members depended on the assets of a family: wealthy Basque families tended to provide for all children in some way, while less-affluent families may have had only one asset to provide to one child.","ⵎⴽⵉⵏⵏⴰ ⵉⴳⴰ ⵡⴰⴷⴷⴰⴷ ⴳ ⵜⴷⵍⵙⵉⵡⵉⵏ ⵏⵏⵉⴹⵏ, ⵉⵍⵍⴰ ⵉⴱⴷⴷⴰ ⵓⵎⵙⴷⵓⵍ ⵏ ⵉⵎⴷⴰⵏ ⵏ ⵜⴰⵡⵊⵉⵡⵉⵏ ⵏ ⵡⵉⵢⵢⴰⴹ ⵅⴼ ⵉⵙⴰⵍⴰⵜⵏ ⵏ ⵜⴰⵡⵊⴰ: ⵜⴰⵡⵊⵉⵡⵉⵏ ⵜⵉⵏⴱⵖⵓⵔⵉⵏ ⴳ ⵜⵙⴳⴰ ⵏ ⵍⴱⴰⵚⴽ ⴷⴰ ⵜⵜⵉⵔⵉ ⴰⴷ ⵜⴰⵊⵊ ⵇⵇⴰⵃ ⵜⴰⵔⵡⴰ ⵙ ⵜⵎⴰⵎⴽⵜ ⵏⵏⴰ ⵉⵍⵍⴰⵏ, ⴳ ⵜⵉⵣⵉ ⵏⵏⴰ ⴳ ⵉⵣⵎⵔ ⴰⴷ ⵢⵉⵍⵉ ⴷⴰⵔ ⵜⴰⵡⵊⵉⵡⵉⵏ ⵎⵎ ⵜⵏⴱⵖⵓⵔⵜ ⵉⴷⵔⵓⵙⵏ ⵢⴰⵏ ⵓⵙⴰⵍⴰ ⴷⴰⵢ ⵃⵎⴰ ⴰⴷ ⴰⵊⵊⵉⵏ ⵢⴰⵏ ⵓⵔⴱⴰ ⴷⴰⵢ."
"Mostly after the advent of industrialisation, this system resulted in the emigration of many rural Basques to Spain, France or the Americas.",ⵢⵉⵡⵉ ⵓⵏⴳⵔⴰⵡ ⴰⴷ ⵙ ⵓⵣⵡⴰⴳ ⵏ ⴽⵉⴳⴰⵏ ⵏ ⵉⵎⵣⴷⴰⵖ ⵏ ⵓⴼⴰⵔⴰ ⵉⴱⴰⵚⴽⵉⵢⵏ ⵙⵍⴰⵡⴰⵏ ⴰⴽⴽⵯ ⴷⴼⴼⵉⵔ ⵏ ⵎⴰ ⴷ ⵉⴼⴼⵖ ⵓⵙⵙⵓⴳⵔ ⵙ ⵚⴱⴰⵏⵢⴰ ⵏⵖ ⴼⵕⴰⵏⵚⴰ ⵏⵖ ⵎⵉⵔⵉⴽⴰⵏ.
Some scholars and commentators have attempted to reconcile these points by assuming that patrilineal kinship represents an innovation.,ⵎⵎⴰⵖⵏ ⴽⵔⴰ ⵏ ⵉⵎⴰⵙⵙⴰⵏ ⴷ ⵉⵎⴳⵍⴰⵍⵏ ⴰⴷ ⵙⵙⵏⵊⵎⵏ ⴳⵔ ⵜⵇⵉⴼⴼⴰ ⴰⴷ ⵙ ⵜⵓⵔⴷⴰ ⵏ ⵎⴰⵙ ⵉⴳⴰ ⵜⵣⴷⴰⵢⵜ ⵏ ⵉⵎⴰⵔⴰⵡⵏ ⴷⴰ ⵜⵜⵉⵍⵉ ⵙⴳ ⵣⵉⴽⴽ.
They emerged from the Franco regime with a revitalized language and culture.,ⵜⴼⴼⵓⵖ ⴷ ⵙⴳ ⵊⴰⵊ ⵏ ⵓⵎⴰⴳⴰⵡ ⵏ ⴼⵔⴰⵏⴽⵓ ⵜⵓⵜⵍⴰⵢⵜ ⴷ ⵜⴷⵎⵙⴰ ⵏⵏⴰ ⵉⵜⵜⵓⵙⵎⵓⵙⵙⵓⵏ.
The region has been a source of missionaries like Francis Xavier and Michel Garicoïts.,ⵉⴳⴰ ⵓⴷⵖⴰⵔ ⵢⴰⵏ ⵓⵖⴱⴰⵍⵓ ⵏ ⵉⵎⵙⴱⵔⵉⵢⵏ ⵣⵓⵏⴷ ⴼⵔⴰⵏⵙⵉⵙ ⴳⵣⴰⴼⵉⵀ ⴷ ⵎⵉⵛⵉⵍ ⵖⴰⵔⵉⴽⵓⵜⵉⵙ.
Lasuén was the successor to Franciscan Padre Junípero Serra and founded 9 of the 21 extant California Missions along the coast.,ⵉⵍⵍⴰ ⵍⴰⵚⵢⵓⵏ ⴷⴼⴼⵉⵔ ⵏ ⵍⴼⵔⵉⵏⵙⵉⵙⴽⴰⵏ ⴱⴰⴷⵔⵉ ⵊⵓⵏⵉⴱⵉⵔ ⵙⵉⵔⴰ ⵉⵙⵔⵙ ⵜⵉⵔⵙⴰⵍ ⵏ 9 ⵙⴳ 21 ⵏ ⵓⴽⴰⴱⴰⵕ ⴰⴽⴰⵍⵉⴼⵓⵕⵏⵉⵢ ⵏⵏⴰ ⵉⵍⵍⴰⵏ ⵅⴼ ⵜⴰⵖⵣⵉ ⵏ ⵓⴼⵜⴰⵙ.
"By the time Henry III of Navarre converted to Catholicism in order to become king of France, Protestantism virtually disappeared from the Basque community.","ⵍⵍⵉⵖ ⴳ ⵜⵍⴽⵎ ⵜⵉⵣⵉ ⵏ ⵀⵉⵏⵔⵉ ⵡⵉⵙⵙ ⴽⵕⴰⴹ ⵙⴳ ⵏⴰⴼⴰⵕ ⵉⵜⵜⵓⵙⵏⴼⴰⵍ ⵙ ⵜⴽⴰⵜⵓⵍⵉⴽⵉⵢⵜ ⵃⵎⴰ ⴰⴷ ⵉⴳ ⴰⴳⵍⵍⵉⴷ ⵏ ⴼⵕⴰⵏⵚⴰ, ⵜⵓⵛⵛⴽⴰ ⵜⴱⵕⵓⵙⵜⵉⵏⵜⴰⵏⵉⵢⵜ ⴳ ⵓⴱⴰⵔⴰⵣ ⵙⴳ ⵜⵔⴰⴱⴱⵓⵜ ⵏ ⵍⴱⴰⵚⴽ."
"Nowadays, according to one single opinion poll, only slightly more than 50% of Basques profess some kind of belief in God, while the rest are either agnostic or atheist.","ⴳ ⵡⵓⵙⵙⴰⵏ ⴰⴷ ⵏⵏⵖ, ⴷ ⵅⴼ ⵓⵢⵏⵏⴰ ⵉⵍⵍⴰⵏ ⴳ ⵢⴰⵜ ⵜⴰⵏⵏⴰⵢⵜ ⵉⵜⵜⵓⴳⴰⵏ, ⵓⴳⴳⴰⵔ ⵏ 50% ⴷⴰⵢ ⵙⴳ ⵉⴱⴰⵚⴽⵉⵢⵏ ⴰⴷ ⵉⴽⵛⵎⵏ ⵢⴰⵏ ⵡⴰⵏⴰⵡ ⵏ ⵜⴼⵍⵙⵜ ⵙ ⵕⴱⴱⵉ, ⴳ ⵜⵉⵣⵉ ⵏⵏⴰ ⴳ ⵓⵔ ⴳⵉⵏ ⵡⵉⵢⵢⴰⴹ ⵉⵛⴰⴼⵔⵏ ⵏⵖ ⴳⴰⵏ ⵉⵛⴰⴼⵔⵏ."
"According to one, Christianity arrived in the Basque Country during the 4th and 5th centuries but according to the other, it did not take place until the 12th and 13th centuries.","ⵙⴳ ⵢⴰⵏ ⴳⵉⵙⵏ,ⵜⵍⴽⵎ ⵜⵎⴰⵙⵉⵃⵉⵢⵜ ⵜⴰⵎⴰⵣⵉⵔⵜ ⵏ ⵍⴱⴰⵚⴽ ⴰⵎⵎⴰⵙ ⵏ ⵜⵙⵓⵜⵉⵜ ⵜⵉⵙⵙ 4 ⴷ ⵜⵉⵙⵙ 5 ⵎⴰⵛⴰ ⴳ ⵜⵙⵓⵜⵉⵜ ⵏⵏⵉⴹⵏ, ⵓⵔ ⵉⵊⵕⵉ ⴰⵔ ⴷⴰⵔ ⵜⵙⵓⵜⵉⵜ ⵜⵉⵙⵙ 12 ⴷ ⵜⵙⵓⵜⵉⵜ 13."
"""In this sense, Christianity arrived """"early"""".""","ⵙ ⵓⵏⴰⵎⴽ ⴰⴷ, ⵜⵍⴽⵎ ⵜⵎⴰⵙⵉⵃⵉⵢⵜ ⴳ ⵢⴰⵜ ⵜⵉⵣⵉ ⵜⴰⵎⵥⵥⵢⴰⵏⵜ."
"According to one tradition, she travelled every seven years between a cave on Mount Anboto and one on another mountain (the stories vary); the weather would be wet when she was in Anboto, dry when she was in Aloña, or Supelegor, or Gorbea.","ⴳ ⵉⴷⵙⵏⵜ ⵜⵎⵢⵓⵔⵉⵏ, ⴰⵔ ⵜⵎⵓⴷⴷⵓ ⴽⵓ ⵙⴰ ⵏ ⵉⵙⴳⴳⵯⴰⵙⵏ ⴰⵎⵎⴰⵙ ⵏ ⵢⴰⵏ ⵉⴼⵔⵉ ⴳ ⵓⴷⵔⴰⵔ ⵏ ⴱⵓⵏⵜⵓ ⴷ ⵢⴰⵏ ⵉⴼⵔⵉ ⵢⴰⴹⵏ ⴳ (ⵎⵢⴰⵏⴰⵡⵏⵜ ⵜⵓⵍⵍⵉⵙⵉⵏ), ⴰⵏⵣⵡⵉ ⵇⴰⴷ ⵉⵃⵍⵓ ⴰⵙⵔⴰ ⴳ ⵜⵍⵍⵉⵜ ⴳ ⴱⵓⵏⵜⵓ, ⵉⵣⵡⴰ ⴰⵙⵔⴰ ⴳ ⵜⵍⵍⵉⵜ ⴳ ⴰⵍⵓⵏⵢⴰ, ⴳ ⵙⵓⴱⴱⵉⵍⵉⵊⵓⵕ, ⵏⵖ ⵊⵓⵔⵉⴱⵢⴰ."
"It's said that when they gathered in the high caves of the sacred peaks, they engendered the storms.","ⴷⴰ ⵉⵜⵜⵢⵓⵏⵏⴰ ⵎⴰⵙ ⵍⵍⵉⵖ ⴳ ⵎⵓⵏⵏ ⴳ ⵉⴼⵔⴰⵏ ⵢⴰⵜⵜⵓⵢⵏ ⴳ ⵡⴰⵏⴼⴰ ⵢⴰⵜⵜⵓⵢⵏ ⵉⴼⵓⵥⴰⵕⵏ, ⵜⵜⵓⵢⴰⵔⴰⵡⵏ ⴷ ⵉⵊⴰⵡⴰⵏ."
